snomed_concept_id,c,description
293024009,100,Lincomycin adverse reaction (disorder)
1032941000006104,100,
1894731000006105,100,
1047271000006103,100,
1017351000006107,100,
1071531000006108,100,
292185000,100,Procaine adverse reaction (disorder)
1055321000006101,100,
1748941000006104,100,
1019981000006107,100,
1054261000006101,100,
1047741000006103,100,
1013461000006109,100,
1123481000006102,100,
1033711000006105,100,
1133101000006102,100,
1137151000006109,100,
1908961000006103,100,
1018761000006109,100,
292075004,100,Fenoprofen adverse reaction (disorder)
1103621000006107,100,
1073571000006105,100,
1059271000006107,100,
1603011000006108,100,
1072931000006107,100,
1089651000006109,100,
1027441000006105,100,
1033811000006101,100,
1067611000006103,100,
1080571000006107,100,
674791000000101,100,Adverse reaction to other antihypertensives (disorder)
1082001000006105,100,
293264001,100,Thyroid agent adverse reaction (disorder)
219063001,100,Adverse reaction caused by lipotropic drugs (disorder)
1060641000006100,100,
1103061000006107,100,
1016371000006100,100,
475181000000103,100,[X]Iminostilbenes causing adverse effects in therapeutic use (disorder)
1068891000006106,100,
1120311000006105,100,
1079301000006106,100,
1129231000006100,100,
1022551000006106,100,
1057921000006109,100,
1136821000006109,100,
1054251000006103,100,
1090621000006109,100,
1934871000006100,100,
1917601000006106,100,
1114991000006101,100,
1110381000006105,100,
1110691000006100,100,
1135191000006105,100,
1016651000006101,100,
1011351000006104,100,
1023731000006101,100,
1124391000006106,100,
1084721000006107,100,
1098301000006108,100,
1102711000006103,100,
1656731000006102,100,
1075791000006102,100,
1578651000006108,100,
1115191000006100,100,
1106401000006105,100,
1085311000006104,100,
1010861000006101,100,
1109851000006104,100,
1055251000006104,100,
1072501000006108,100,
1089891000006104,100,
1088801000006102,100,
1076791000006108,100,
1138391000006100,100,
1100191000006108,100,
1018511000006104,100,
1094551000006106,100,
1686821000006103,100,
1567791000006103,100,
1070731000006106,100,
2006461000006100,100,
1712301000006108,100,
1057041000006103,100,
1014821000006103,100,
1105351000006106,100,
1012911000006107,100,
1086111000006108,100,
1120971000006100,100,
1115641000006102,100,
1090981000006100,100,
1056891000006100,100,
1108821000006102,100,
1062341000006106,100,
1068791000006100,100,
1135541000006107,100,
1935071000006106,100,
1068931000006102,100,
36530008,100,Contact dermatitis caused by fish (disorder)
1019691000006101,100,
1015711000006101,100,
1061031000006107,100,
1095921000006107,100,
1048811000006107,100,
1045371000006103,100,
1023771000006103,100,
1128881000006107,100,
1132421000006106,100,
1076661000006109,100,
1012681000006108,100,
423643000,100,Duodenal ulcer caused by anti-platelet agent (disorder)
1011251000006105,100,
475401000000100,100,"[X]Unspecified analgesics, antipyretics and anti-inflammatory drugs causing adverse effects in therapeutic use (disorder)"
1063441000006109,100,
420187006,100,Adverse reaction caused by antiplatelet agent (disorder)
1033761000006108,100,
1061721000006106,100,
1699401000006102,100,
1013831000006103,100,
1838661000006106,100,
1136801000006104,100,
1085291000006103,100,
1030621000006102,100,
1011341000006101,100,
1083021000006108,100,
1087931000006101,100,
1012211000006104,100,
1109841000006101,100,
1041181000006104,100,
1037791000006108,100,
1053031000006102,100,
1028871000006101,100,
200854003,100,Irritant contact dermatitis caused by food in contact with skin (disorder)
1100021000006105,100,
1067641000006104,100,
1106141000006102,100,
1912771000006108,100,
1049871000006106,100,
1125141000006104,100,
1020091000006107,100,
1998521000006100,100,
1948221000006108,100,
1096601000006101,100,
1096031000006102,100,
1709941000006102,100,
11997981000006108,100,
292259006,100,Centrally acting appetite suppressant adverse reaction (disorder)
1114401000006100,100,
1111351000006106,100,
1038591000006101,100,
294648008,100,Allergy to influenza split virion vaccine (finding)
1070561000006105,100,
1138441000006101,100,
292130004,100,Antiemetic adverse reaction (disorder)
438784000,100,Adverse reaction caused by pharmaceutical excipient (disorder)
737493007,100,Allergy to denosumab (finding)
1787721000006104,100,
1054591000006107,100,
1670251000006103,100,
1076341000006100,100,
1082991000006104,100,
1018121000006104,100,
292294004,100,Phenelzine adverse reaction (disorder)
1051531000006106,100,
1112601000006106,100,
1046981000006108,100,
1042881000006102,100,
1114241000006104,100,
1141481000006104,100,
1064751000006100,100,
1074361000006108,100,
1037231000006102,100,
1137131000006102,100,
1119201000006100,100,
1046771000006108,100,
705311000000105,100,Adverse reaction to other central nervous system depressants and anesthetics (disorder)
1139001000006104,100,
1012871000006109,100,
1103531000006106,100,
1079371000006100,100,
1128731000006103,100,
1630241000006103,100,
1012661000006103,100,
1085991000006105,100,
1042131000006105,100,
292738000,100,Naloxone adverse reaction (disorder)
1116131000006105,100,
1030581000006102,100,
1134191000006106,100,
1083911000006104,100,
1656791000006103,100,
1069101000006104,100,
1021371000006103,100,
1074681000006105,100,
1062751000006109,100,
1013671000006104,100,
1070461000006109,100,
1013811000006109,100,
1087841000006101,100,
1051621000006107,100,
1049371000006101,100,
1050321000006107,100,
196318002,100,Teeth staining caused by drugs (disorder)
1110821000006103,100,
1630831000006109,100,
1058491000006101,100,
1045731000006102,100,
1093941000006104,100,
1750741000006102,100,
1817571000006105,100,
1012801000006103,100,
1059991000006101,100,
1048361000006101,100,
1072391000006105,100,
1143671000006100,100,
1042421000006103,100,
1137761000006105,100,
1136771000006101,100,
1036131000006105,100,
1675991000006109,100,
1890631000006108,100,
1097131000006103,100,
1098501000006103,100,
1032351000006101,100,
1604471000006107,100,
1052101000006104,100,
1070401000006108,100,
1137421000006109,100,
1641111000006103,100,
1053361000006108,100,
1037371000006108,100,
1849441000006102,100,
1073421000006105,100,
1044171000006104,100,
1027101000006102,100,
1053991000006104,100,
1083791000006107,100,
1128171000006101,100,
1105761000006109,100,
1961181000006104,100,
1028161000006102,100,
219077003,100,Adverse reaction caused by typhoid and paratyphoid vaccines (disorder)
1874901000006107,100,
1014561000006107,100,
1024571000006107,100,
1116561000006105,100,
1110011000006100,100,
1031571000006108,100,
674801000000102,100,Adverse reaction to antihypertensives NOS (disorder)
1116591000006102,100,
1098711000006107,100,
1024541000006104,100,
1133291000006100,100,
1037481000006102,100,
1107441000006105,100,
1089181000006106,100,
1757331000006109,100,
1062071000006101,100,
1119711000006107,100,
1075641000006100,100,
1121211000006107,100,
1707751000006109,100,
219035003,100,Adverse reaction caused by anti-common cold drug (disorder)
1073981000006104,100,
1105841000006103,100,
1011611000006107,100,
1112421000006104,100,
1048401000006106,100,
1132501000006100,100,
1013221000006102,100,
1026131000006107,100,
1016561000006100,100,
1061951000006104,100,
1027411000006106,100,
1108961000006100,100,
1136421000006107,100,
1046131000006109,100,
1977121000006100,100,
1106251000006108,100,
1111391000006100,100,
1015191000006105,100,
1139731000006109,100,
1641231000006103,100,
447691000000104,100,"[X]Other analgesics, antipyretics and anti-inflammatory drugs causing adverse effects in therapeutic use (disorder)"
1013491000006101,100,
1128901000006109,100,
1990371000006109,100,
1082461000006102,100,
55934006,100,Contact dermatitis caused by flour (disorder)
1040201000006108,100,
1121421000006100,100,
1056241000006105,100,
1034791000006103,100,
1043471000006107,100,
1114111000006109,100,
1931291000006102,100,
1108891000006100,100,
1022681000006104,100,
1120831000006108,100,
1052581000006102,100,
1090861000006102,100,
1050131000006108,100,
1111471000006109,100,
1015521000006100,100,
1022051000006100,100,
1758501000006107,100,
1817511000006101,100,
292467000,100,Acetylcholine chloride adverse reaction (disorder)
404684003,100,Clinical finding (finding)
1015841000006109,100,
1054241000006100,100,
1103651000006103,100,
1085421000006101,100,
1897011000006106,100,
1603061000006106,100,
1120901000006106,100,
2017621000006108,100,
1022251000006109,100,
292479000,100,Sympathomimetic adverse reaction (disorder)
1090751000006105,100,
1102741000006104,100,
1053141000006106,100,
1031791000006101,100,
1055471000006108,100,
1051901000006107,100,
447921000000106,100,[X]Unspecified psychotropic drugs causing adverse effects in therapeutic use (disorder)
1120051000006109,100,
12492121000006108,100,
1035961000006105,100,
1110581000006102,100,
1127341000006108,100,
1108291000006101,100,
1062411000006102,100,
1663281000006107,100,
1134141000006102,100,
474871000000107,100,"[X]Psychotropic drugs causing adverse effects in therapeutic use, not elsewhere classified (disorder)"
1135551000006109,100,
1010761000006106,100,
1105811000006102,100,
3072001,100,Hormone-induced hypopituitarism (disorder)
1078271000006103,100,
1010741000006107,100,
1057171000006107,100,
1897421000006106,100,
292923006,100,Kanamycin adverse reaction (disorder)
1033901000006105,100,
1017761000006105,100,
1035351000006109,100,
1989111000006109,100,
1111191000006102,100,
1712071000006100,100,
1020231000006103,100,
1137731000006101,100,
1089871000006100,100,
1084021000006105,100,
1134921000006107,100,
1017451000006100,100,
1102721000006106,100,
1103041000006108,100,
1091651000006109,100,
1065031000006109,100,
1078371000006107,100,
1019491000006104,100,
1756901000006104,100,
1109401000006101,100,
1113571000006107,100,
1014701000006100,100,
1089911000006102,100,
1022781000006105,100,
1014031000006106,100,
1065951000006101,100,
1064471000006103,100,
1059461000006104,100,
1774381000006101,100,
1035001000006108,100,
1011881000006101,100,
1044741000006106,100,
1118631000006101,100,
1084971000006105,100,
1670421000006106,100,
1115261000006101,100,
1013781000006107,100,
1137931000006104,100,
1060391000006101,100,
1566961000006107,100,
1072301000006103,100,
1044291000006107,100,
1727221000006100,100,
1710301000006107,100,
1123341000006100,100,
1601971000006101,100,
1084491000006100,100,
1134471000006104,100,
1033791000006100,100,
1076721000006106,100,
1121861000006109,100,
1041201000006103,100,
293457001,100,Cyclopenthiazide adverse reaction (disorder)
1121661000006108,100,
1052171000006105,100,
111192003,100,Contact dermatitis caused by insecticide (disorder)
1029861000006102,100,
430136001,100,Adverse reaction caused by antiparkinsonism drug (disorder)
1086461000006103,100,
1052301000006101,100,
1067621000006106,100,
1013581000006100,100,
1838401000006108,100,
1070591000006102,100,
1079331000006103,100,
1098021000006101,100,
1084391000006105,100,
1113391000006104,100,
1096141000006106,100,
1054691000006106,100,
1115431000006109,100,
1036821000006101,100,
1133241000006109,100,
1071711000006109,100,
1077901000006101,100,
1031111000006107,100,
1102121000006105,100,
1060221000006105,100,
1075721000006104,100,
1048871000006103,100,
1106491000006103,100,
1096311000006105,100,
1654151000006103,100,
1039751000006108,100,
1087391000006103,100,
1040951000006102,100,
1133311000006101,100,
1122111000006108,100,
1051191000006103,100,
1898901000006108,100,
2004811000006105,100,
1095401000006105,100,
1751321000006101,100,
1093841000006109,100,
1104451000006103,100,
1036761000006102,100,
1014491000006103,100,
293483006,100,Mannitol adverse reaction (disorder)
1062781000006101,100,
1119591000006105,100,
1098571000006109,100,
1663291000006105,100,
1057821000006100,100,
1674611000006106,100,
1114951000006107,100,
1686901000006102,100,
1047511000006109,100,
292415004,100,Dexamphetamine adverse reaction (disorder)
1012921000006104,100,
1053341000006109,100,
1132691000006106,100,
218679006,100,Adverse reaction caused by bromide (disorder)
1109681000006108,100,
1040961000006100,100,
1092391000006104,100,
1093541000006107,100,
1028071000006108,100,
1104741000006109,100,
1052551000006105,100,
1695001000006106,100,
1098071000006100,100,
1043061000006109,100,
2013871000006101,100,
1085941000006101,100,
1686531000006103,100,
1747411000006106,100,
1949061000006102,100,
1058851000006105,100,
1093031000006105,100,
1037951000006104,100,
1058641000006107,100,
1011131000006109,100,
1664501000006104,100,
1062881000006106,100,
1116751000006104,100,
1915221000006105,100,
1120551000006103,100,
1137671000006108,100,
292337007,100,Barbiturate sedative adverse reaction (disorder)
1067201000006104,100,
1023821000006106,100,
1713661000006109,100,
1114251000006102,100,
419869001,100,Atenolol sensitivity (finding)
1134701000006100,100,
1053481000006107,100,
405812002,100,Adverse reaction caused by bismuth anti-infective compound (disorder)
1032921000006106,100,
1011201000006106,100,
1712041000006108,100,
292418002,100,Drug groups primarily affecting autonomic nervous system adverse reaction (disorder)
1010381000006100,100,
1861391000006105,100,
1063561000006109,100,
1085621000006103,100,
671331000000100,100,Adverse reaction to other drugs and medicines (disorder)
1078851000006107,100,
1064251000006107,100,
1056491000006102,100,
848451000000104,0,History of ibandronic acid allergy (situation)
1056871000006101,0,
1079001000006109,0,
1055091000006102,0,
1060081000006102,0,
1041471000006108,0,
1076561000006108,0,
1032101000006103,0,
293042004,0,Sulfaurea adverse reaction (disorder)
1104471000006108,0,
1064791000006106,0,
1061321000006107,0,
1014781000006109,0,
1010711000006108,0,
1964301000006108,0,
1751061000006105,0,
1107981000006109,0,
1108061000006101,0,
1953841000006105,0,
1069631000006104,0,
1084121000006106,0,
1086841000006104,0,
